Topic,X,Y
robot_1,3.8,1.7
robot_1,3.8,1.7
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_0,2.2,-2.4
robot_1,3.8,1.7
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,3.8,1.7
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.8,1.7
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_0,2.2,-2.4
robot_0,2.2,-2.4
robot_0,5.62,2.13
robot_1,3.8,1.7
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_0,2.2,-2.4
robot_0,2.2,-2.4
robot_0,5.62,2.13
robot_0,2.2,-2.4
robot_0,5.62,2.13
robot_0,5.1,-4.6
robot_1,3.8,1.7
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_1,8.3,0.5
robot_0,2.2,-2.4
robot_0,2.2,-2.4
robot_0,5.62,2.13
robot_0,2.2,-2.4
robot_0,5.62,2.13
robot_0,5.1,-4.6
robot_0,2.2,-2.4
robot_0,5.62,2.13
robot_0,5.1,-4.6
robot_0,6.55,-3.67
robot_1,3.8,1.7
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_1,8.3,0.5
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_1,8.3,0.5
robot_1,-3.64,-1.1
robot_0,2.2,-2.4
robot_0,5.62,2.13
robot_0,5.1,-4.6
robot_0,6.55,-3.67
robot_0,5.62,2.13
robot_0,-0.64,1.43
robot_1,3.8,1.7
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_1,8.3,0.5
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_1,8.3,0.5
robot_1,-3.64,-1.1
robot_1,3.8,1.7
robot_1,2.62,0.64
robot_1,2.53,0.37
robot_1,2.2,0.44
robot_1,3.3,1.04
robot_1,5.2,-4.2
robot_1,8.3,0.5
robot_1,-3.64,-1.1
robot_1,2.1,-4.7
